REFERENCE_ID,TREATMENT,GENERATION,PATCH,CASTCOUNT,CONFCOUNT
110,D,1,2,63,0
110,D,1,3,36,0
110,D,1,4,11,0
110,D,1,5,0,0
110,D,1,6,0,0
110,D,1,7,0,0
110,D,1,8,0,0
110,D,1,9,0,118
110,D,1,10,0,186
110,D,1,11,0,112
110,D,1,12,0,193
110,D,1,13,0,119
110,D,1,14,0,123
110,D,1,15,0,112
110,D,1,16,0,165
110,D,2,1,161,0
110,D,2,2,82,0
110,D,2,3,80,0
110,D,2,4,6,0
110,D,2,5,20,0
110,D,2,6,0,0
110,D,2,7,0,0
110,D,2,8,0,3
110,D,2,9,0,267
110,D,2,10,0,352
110,D,2,11,0,244
110,D,2,12,0,439
110,D,2,13,0,201
110,D,2,14,0,291
110,D,2,15,0,201
110,D,2,16,0,126
110,D,3,1,175,0
110,D,3,2,77,0
110,D,3,3,56,0
110,D,3,4,126,0
110,D,3,5,17,0
110,D,3,6,20,0
110,D,3,7,6,0
110,D,3,8,0,15
110,D,3,9,0,369
110,D,3,10,2,341
110,D,3,11,1,243
110,D,3,12,0,429
110,D,3,13,0,295
110,D,3,14,0,442
110,D,3,15,0,346
110,D,3,16,0,341
110,D,4,1,118,0
110,D,4,2,201,0
110,D,4,3,92,0
110,D,4,4,84,1
110,D,4,5,88,0
110,D,4,6,61,2
110,D,4,7,90,16
110,D,4,8,4,80
110,D,4,9,1,86
110,D,4,10,7,348
110,D,4,11,1,247
110,D,4,12,0,247
110,D,4,13,0,250
110,D,4,14,0,189
110,D,4,15,0,210
110,D,4,16,0,223
110,D,5,1,298,0
110,D,5,2,184,0
110,D,5,3,197,0
110,D,5,4,253,1
110,D,5,5,203,1
110,D,5,6,224,33
110,D,5,7,129,144
110,D,5,8,15,129
110,D,5,9,9,251
110,D,5,10,0,135
110,D,5,11,0,215
110,D,5,12,7,312
110,D,5,13,0,306
110,D,5,14,0,426
110,D,5,15,0,160
110,D,5,16,0,373
110,D,6,1,257,0
110,D,6,2,236,0
110,D,6,3,203,0
110,D,6,4,275,3
110,D,6,5,247,14
110,D,6,6,134,47
110,D,6,7,149,158
110,D,6,8,22,214
110,D,6,9,10,261
110,D,6,10,1,335
110,D,6,11,6,431
110,D,6,12,1,268
110,D,6,13,2,449
110,D,6,14,1,291
110,D,6,15,2,268
110,D,6,16,0,217
110,D,7,1,205,0
110,D,7,2,237,0
110,D,7,3,249,1
110,D,7,4,222,3
110,D,7,5,182,7
110,D,7,6,146,118
110,D,7,7,119,127
110,D,7,8,38,220
110,D,7,9,33,341
110,D,7,10,10,252
110,D,7,11,12,441
110,D,7,12,1,327
110,D,7,13,0,430
110,D,7,14,0,253
110,D,7,15,0,458
110,D,7,16,0,322
110,D,8,1,222,0
110,D,8,2,227,0
110,D,8,3,319,3
110,D,8,4,338,19
110,D,8,5,243,62
110,D,8,6,86,131
110,D,8,7,31,109
110,D,8,8,9,423
110,D,8,9,2,151
110,D,8,10,2,180
110,D,8,11,4,379
110,D,8,12,1,197
110,D,8,13,13,397
110,D,8,14,0,236
110,D,8,15,0,253
110,D,8,16,0,205
112,D,0,1,50,0
112,D,0,2,0,0
112,D,0,3,0,0
112,D,0,4,0,0
112,D,0,5,0,0
112,D,0,6,0,0
112,D,0,7,0,0
112,D,0,8,0,0
112,D,0,9,0,50
112,D,0,10,0,50
112,D,0,11,0,50
112,D,0,12,0,50
112,D,0,13,0,50
112,D,0,14,0,50
112,D,0,15,0,50
112,D,0,16,0,50
112,D,1,1,36,0
112,D,1,2,53,0
112,D,1,3,12,0
112,D,1,4,0,0
112,D,1,5,0,0
112,D,1,6,0,0
112,D,1,7,0,1
112,D,1,8,0,9
112,D,1,9,0,79
112,D,1,10,0,96
112,D,1,11,0,101
112,D,1,12,0,117
112,D,1,13,0,100
112,D,1,14,0,136
112,D,1,15,0,102
112,D,1,16,0,122
112,D,2,1,70,0
112,D,2,2,94,0
112,D,2,3,57,0
112,D,2,4,46,0
112,D,2,5,4,0
112,D,2,6,0,0
112,D,2,7,0,20
112,D,2,8,0,128
112,D,2,9,0,201
112,D,2,10,0,257
112,D,2,11,0,254
112,D,2,12,0,224
112,D,2,13,0,328
112,D,2,14,0,236
112,D,2,15,0,208
112,D,2,16,0,194
112,D,3,1,157,0
112,D,3,2,148,0
112,D,3,3,143,1
112,D,3,4,56,2
112,D,3,5,72,5
112,D,3,6,78,16
112,D,3,7,0,216
112,D,3,8,0,213
112,D,3,9,0,182
112,D,3,10,0,439
112,D,3,11,0,347
112,D,3,12,0,242
112,D,3,13,0,503
112,D,3,14,0,200
112,D,3,15,0,369
112,D,3,16,0,277
112,D,4,1,231,0
112,D,4,2,179,1
112,D,4,3,265,2
112,D,4,4,151,3
112,D,4,5,118,15
112,D,4,6,14,56
112,D,4,7,94,344
112,D,4,8,4,312
112,D,4,9,0,253
112,D,4,10,0,147
112,D,4,11,0,173
112,D,4,12,0,152
112,D,4,13,0,193
112,D,4,14,0,167
112,D,4,15,0,165
112,D,4,16,0,79
112,D,5,1,273,0
112,D,5,2,170,0
112,D,5,3,247,4
112,D,5,4,246,22
112,D,5,5,157,40
112,D,5,6,93,54
112,D,5,7,94,60
112,D,5,8,17,260
112,D,5,9,44,377
112,D,5,10,4,308
112,D,5,11,4,422
112,D,5,12,0,328
112,D,5,13,0,298
112,D,5,14,0,417
112,D,5,15,0,364
112,D,5,16,0,216
112,D,6,1,206,0
112,D,6,2,169,0
112,D,6,3,211,2
112,D,6,4,199,17
112,D,6,5,159,29
112,D,6,6,237,58
112,D,6,7,166,133
112,D,6,8,39,295
112,D,6,9,14,327
112,D,6,10,4,190
112,D,6,11,0,356
112,D,6,12,1,280
112,D,6,13,1,345
112,D,6,14,0,415
112,D,6,15,0,234
112,D,6,16,0,358
112,D,7,1,150,1
112,D,7,2,233,1
112,D,7,3,90,3
112,D,7,4,300,9
112,D,7,5,172,36
112,D,7,6,123,73
112,D,7,7,78,79
112,D,7,8,40,215
112,D,7,9,13,303
112,D,7,10,3,263
112,D,7,11,0,348
112,D,7,12,5,426
112,D,7,13,0,446
112,D,7,14,0,496
112,D,7,15,0,316
112,D,7,16,0,436
112,D,8,1,190,2
112,D,8,2,162,0
112,D,8,3,124,4
112,D,8,4,307,13
112,D,8,5,126,36
112,D,8,6,180,108
112,D,8,7,40,121
112,D,8,8,76,233
112,D,8,9,9,190
112,D,8,10,7,348
112,D,8,11,19,380
112,D,8,12,3,262
112,D,8,13,3,171
112,D,8,14,1,186
112,D,8,15,0,114
112,D,8,16,0,181
145,A,0,1,50,0
145,A,0,2,0,0
145,A,0,3,0,0
145,A,0,4,0,0
145,A,0,5,0,0
145,A,0,6,0,0
145,A,0,7,0,0
145,A,0,8,0,0
145,A,0,9,0,0
145,A,0,10,0,0
145,A,0,11,0,0
145,A,0,12,0,0
145,A,0,13,0,0
145,A,0,14,0,0
145,A,0,15,0,0
145,A,0,16,0,0
145,A,1,1,16,0
145,A,1,2,35,0
145,A,1,3,6,0
145,A,1,4,0,0
145,A,1,5,0,0
145,A,1,6,0,0
145,A,1,7,0,0
145,A,1,8,0,0
145,A,1,9,0,0
145,A,1,10,0,0
145,A,1,11,0,0
145,A,1,12,0,0
145,A,1,13,0,0
145,A,1,14,0,0
145,A,1,15,0,0
145,A,1,16,0,0
145,A,2,1,46,0
145,A,2,2,39,0
145,A,2,3,31,0
145,A,2,4,10,0
145,A,2,5,1,0
145,A,2,6,0,0
145,A,2,7,0,0
145,A,2,8,0,0
145,A,2,9,0,0
145,A,2,10,0,0
145,A,2,11,0,0
145,A,2,12,0,0
145,A,2,13,0,0
145,A,2,14,0,0
145,A,2,15,0,0
145,A,2,16,0,0
145,A,3,1,184,0
145,A,3,2,95,0
145,A,3,3,111,0
145,A,3,4,38,0
145,A,3,5,24,0
145,A,3,6,19,0
145,A,3,7,1,0
145,A,3,8,0,0
145,A,3,9,0,0
145,A,3,10,0,0
145,A,3,11,0,0
145,A,3,12,0,0
145,A,3,13,0,0
145,A,3,14,0,0
145,A,3,15,0,0
145,A,3,16,0,0
145,A,4,1,229,0
145,A,4,2,168,0
145,A,4,3,206,0
145,A,4,4,155,0
145,A,4,5,63,0
145,A,4,6,33,0
145,A,4,7,72,0
145,A,4,8,1,0
145,A,4,9,0,0
145,A,4,10,0,0
145,A,4,11,0,0
145,A,4,12,0,0
145,A,4,13,0,0
145,A,4,14,0,0
145,A,4,15,0,0
145,A,4,16,0,0
145,A,5,1,235,0
145,A,5,2,240,0
145,A,5,3,114,0
145,A,5,4,135,0
145,A,5,5,116,0
145,A,5,6,128,0
145,A,5,7,39,0
145,A,5,8,146,0
145,A,5,9,0,0
145,A,5,10,0,0
145,A,5,11,0,0
145,A,5,12,0,0
145,A,5,13,0,0
145,A,5,14,0,0
145,A,5,15,0,0
145,A,5,16,0,0
145,A,6,1,374,0
145,A,6,2,271,0
145,A,6,3,225,0
145,A,6,4,248,0
145,A,6,5,293,0
145,A,6,6,134,0
145,A,6,7,175,0
145,A,6,8,301,0
145,A,6,9,0,0
145,A,6,10,0,0
145,A,6,11,0,0
145,A,6,12,0,0
145,A,6,13,0,0
145,A,6,14,0,0
145,A,6,15,0,0
145,A,6,16,0,0
145,A,7,1,229,0
145,A,7,2,368,0
145,A,7,3,264,0
145,A,7,4,196,0
145,A,7,5,198,0
145,A,7,6,272,0
145,A,7,7,246,0
145,A,7,8,168,0
145,A,7,9,20,0
145,A,7,10,0,0
145,A,7,11,0,0
145,A,7,12,0,0
145,A,7,13,0,0
145,A,7,14,0,0
145,A,7,15,0,0
145,A,7,16,0,0
145,A,8,1,287,0
145,A,8,2,238,0
145,A,8,3,359,0
145,A,8,4,242,0
145,A,8,5,161,0
145,A,8,6,181,0
145,A,8,7,137,0
145,A,8,8,105,0
145,A,8,9,39,0
145,A,8,10,120,0
145,A,8,11,84,0
145,A,8,12,36,0
145,A,8,13,1,0
145,A,8,14,0,0
145,A,8,15,0,0
145,A,8,16,0,0
146,A,0,1,50,0
146,A,0,2,0,0
146,A,0,3,0,0
146,A,0,4,0,0
146,A,0,5,0,0
146,A,0,6,0,0
146,A,0,7,0,0
146,A,0,8,0,0
146,A,0,9,0,0
146,A,0,10,0,0
146,A,0,11,0,0
146,A,0,12,0,0
146,A,0,13,0,0
146,A,0,14,0,0
146,A,0,15,0,0
146,A,0,16,0,0
146,A,1,1,14,0
146,A,1,2,10,0
146,A,1,3,27,0
146,A,1,4,6,0
146,A,1,5,0,0
146,A,1,6,0,0
146,A,1,7,0,0
146,A,1,8,0,0
146,A,1,9,0,0
146,A,1,10,0,0
146,A,1,11,0,0
146,A,1,12,0,0
146,A,1,13,0,0
146,A,1,14,0,0
146,A,1,15,0,0
146,A,1,16,0,0
146,A,2,1,65,0
146,A,2,2,46,0
146,A,2,3,15,0
146,A,2,4,21,0
146,A,2,5,33,0
146,A,2,6,17,0
146,A,2,7,0,0
146,A,2,8,0,0
146,A,2,9,0,0
146,A,2,10,0,0
146,A,2,11,0,0
146,A,2,12,0,0
146,A,2,13,0,0
146,A,2,14,0,0
146,A,2,15,0,0
146,A,2,16,0,0
146,A,3,1,211,0
146,A,3,2,109,0
146,A,3,3,90,0
146,A,3,4,114,0
146,A,3,5,56,0
146,A,3,6,34,0
146,A,3,7,47,0
146,A,3,8,19,0
146,A,3,9,0,0
146,A,3,10,0,0
146,A,3,11,0,0
146,A,3,12,0,0
146,A,3,13,0,0
146,A,3,14,0,0
146,A,3,15,0,0
146,A,3,16,0,0
146,A,4,1,220,0
146,A,4,2,189,0
146,A,4,3,162,0
146,A,4,4,157,0
146,A,4,5,57,0
146,A,4,6,111,0
146,A,4,7,107,0
146,A,4,8,23,0
146,A,4,9,49,0
146,A,4,10,30,0
146,A,4,11,2,0
146,A,4,12,0,0
146,A,4,13,0,0
146,A,4,14,0,0
146,A,4,15,0,0
146,A,4,16,0,0
146,A,5,1,153,0
146,A,5,2,215,0
146,A,5,3,162,0
146,A,5,4,121,0
146,A,5,5,187,0
146,A,5,6,67,0
146,A,5,7,113,0
146,A,5,8,110,0
146,A,5,9,65,0
146,A,5,10,87,0
146,A,5,11,18,0
146,A,5,12,1,0
146,A,5,13,0,0
146,A,5,14,0,0
146,A,5,15,0,0
146,A,5,16,0,0
146,A,6,1,244,0
146,A,6,2,323,0
146,A,6,3,141,0
146,A,6,4,245,0
146,A,6,5,205,0
146,A,6,6,164,0
146,A,6,7,221,0
146,A,6,8,159,0
146,A,6,9,148,0
146,A,6,10,104,0
146,A,6,11,115,0
146,A,6,12,70,0
146,A,6,13,43,0
146,A,6,14,29,0
146,A,6,15,7,0
146,A,6,16,0,0
146,A,7,1,331,0
146,A,7,2,178,0
146,A,7,3,282,0
146,A,7,4,144,0
146,A,7,5,253,0
146,A,7,6,191,0
146,A,7,7,198,0
146,A,7,8,167,0
146,A,7,9,208,0
146,A,7,10,166,0
146,A,7,11,224,0
146,A,7,12,114,0
146,A,7,13,51,0
146,A,7,14,50,0
146,A,7,15,36,0
146,A,7,16,35,0
146,A,8,1,309,0
146,A,8,2,176,0
146,A,8,3,210,0
146,A,8,4,273,0
146,A,8,5,151,0
146,A,8,6,281,0
146,A,8,7,159,0
146,A,8,8,168,0
146,A,8,9,241,0
146,A,8,10,199,0
146,A,8,11,272,0
146,A,8,12,190,0
146,A,8,13,154,0
146,A,8,14,140,0
146,A,8,15,128,0
146,A,8,16,113,0
147,A,0,1,50,0
147,A,0,2,0,0
147,A,0,3,0,0
147,A,0,4,0,0
147,A,0,5,0,0
147,A,0,6,0,0
147,A,0,7,0,0
147,A,0,8,0,0
147,A,0,9,0,0
147,A,0,10,0,0
147,A,0,11,0,0
147,A,0,12,0,0
147,A,0,13,0,0
147,A,0,14,0,0
147,A,0,15,0,0
147,A,0,16,0,0
147,A,1,1,9,0
147,A,1,2,38,0
147,A,1,3,4,0
147,A,1,4,0,0
147,A,1,5,0,0
147,A,1,6,0,0
147,A,1,7,0,0
147,A,1,8,0,0
147,A,1,9,0,0
147,A,1,10,0,0
147,A,1,11,0,0
147,A,1,12,0,0
147,A,1,13,0,0
147,A,1,14,0,0
147,A,1,15,0,0
147,A,1,16,0,0
147,A,2,1,40,0
147,A,2,2,32,0
147,A,2,3,26,0
147,A,2,4,39,0
147,A,2,5,3,0
147,A,2,6,0,0
147,A,2,7,0,0
147,A,2,8,0,0
147,A,2,9,0,0
147,A,2,10,0,0
147,A,2,11,0,0
147,A,2,12,0,0
147,A,2,13,0,0
147,A,2,14,0,0
147,A,2,15,0,0
147,A,2,16,0,0
147,A,3,1,119,0
147,A,3,2,141,0
147,A,3,3,138,0
147,A,3,4,64,0
147,A,3,5,34,0
147,A,3,6,32,0
147,A,3,7,0,0
147,A,3,8,0,0
147,A,3,9,0,0
147,A,3,10,0,0
147,A,3,11,0,0
147,A,3,12,0,0
147,A,3,13,0,0
147,A,3,14,0,0
147,A,3,15,0,0
147,A,3,16,0,0
147,A,4,1,216,0
147,A,4,2,183,0
147,A,4,3,171,0
147,A,4,4,115,0
147,A,4,5,103,0
147,A,4,6,105,0
147,A,4,7,25,0
147,A,4,8,0,0
147,A,4,9,0,0
147,A,4,10,0,0
147,A,4,11,0,0
147,A,4,12,0,0
147,A,4,13,0,0
147,A,4,14,0,0
147,A,4,15,0,0
147,A,4,16,0,0
147,A,5,1,200,0
147,A,5,2,180,0
147,A,5,3,159,0
147,A,5,4,213,0
147,A,5,5,104,0
147,A,5,6,109,0
147,A,5,7,52,0
147,A,5,8,67,0
147,A,5,9,58,0
147,A,5,10,1,0
147,A,5,11,0,0
147,A,5,12,0,0
147,A,5,13,0,0
147,A,5,14,0,0
147,A,5,15,0,0
147,A,5,16,0,0
147,A,6,1,267,0
147,A,6,2,302,0
147,A,6,3,307,0
147,A,6,4,207,0
147,A,6,5,184,0
147,A,6,6,87,0
147,A,6,7,90,0
147,A,6,8,180,0
147,A,6,9,232,0
147,A,6,10,272,0
147,A,6,11,0,0
147,A,6,12,0,0
147,A,6,13,0,0
147,A,6,14,0,0
147,A,6,15,0,0
147,A,6,16,0,0
147,A,7,1,241,0
147,A,7,2,239,0
147,A,7,3,250,0
147,A,7,4,207,0
147,A,7,5,229,0
147,A,7,6,272,0
147,A,7,7,160,0
147,A,7,8,226,0
147,A,7,9,226,0
147,A,7,10,173,0
147,A,7,11,78,0
147,A,7,12,0,0
147,A,7,13,0,0
147,A,7,14,0,0
147,A,7,15,0,0
147,A,7,16,0,0
147,A,8,1,220,0
147,A,8,2,204,0
147,A,8,3,266,0
147,A,8,4,371,0
147,A,8,5,202,0
147,A,8,6,198,0
147,A,8,7,303,0
147,A,8,8,326,0
147,A,8,9,115,0
147,A,8,10,217,0
147,A,8,11,92,0
147,A,8,12,59,0
147,A,8,13,20,0
147,A,8,14,16,0
147,A,8,15,0,0
147,A,8,16,0,0
157,D,0,1,50,0
157,D,0,2,0,0
157,D,0,3,0,0
157,D,0,4,0,0
157,D,0,5,0,0
157,D,0,6,0,0
157,D,0,7,0,0
157,D,0,8,0,0
157,D,0,9,0,50
157,D,0,10,0,50
157,D,0,11,0,50
157,D,0,12,0,50
157,D,0,13,0,50
157,D,0,14,0,50
157,D,0,15,0,50
157,D,0,16,0,50
157,D,1,1,21,0
157,D,1,2,23,0
157,D,1,3,0,0
157,D,1,4,0,0
157,D,1,5,0,0
157,D,1,6,0,0
157,D,1,7,0,0
157,D,1,8,0,8
157,D,1,9,0,129
157,D,1,10,0,74
157,D,1,11,0,84
157,D,1,12,0,62
157,D,1,13,0,78
157,D,1,14,0,88
157,D,1,15,0,100
157,D,1,16,0,74
157,D,2,1,38,0
157,D,2,2,15,0
157,D,2,3,43,0
157,D,2,4,2,0
157,D,2,5,0,0
157,D,2,6,0,4
157,D,2,7,0,43
157,D,2,8,0,200
157,D,2,9,0,155
157,D,2,10,0,244
157,D,2,11,0,251
157,D,2,12,0,184
157,D,2,13,0,155
157,D,2,14,0,236
157,D,2,15,0,137
157,D,2,16,0,193
157,D,3,1,60,1
157,D,3,2,88,0
157,D,3,3,71,1
157,D,3,4,42,1
157,D,3,5,49,4
157,D,3,6,4,92
157,D,3,7,0,202
157,D,3,8,0,263
157,D,3,9,0,338
157,D,3,10,0,303
157,D,3,11,0,415
157,D,3,12,0,255
157,D,3,13,0,336
157,D,3,14,0,425
157,D,3,15,0,256
157,D,3,16,0,382
157,D,4,1,131,0
157,D,4,2,169,2
157,D,4,3,88,8
157,D,4,4,67,19
157,D,4,5,32,110
157,D,4,6,103,221
157,D,4,7,1,260
157,D,4,8,0,227
157,D,4,9,0,357
157,D,4,10,0,306
157,D,4,11,0,389
157,D,4,12,0,287
157,D,4,13,0,332
157,D,4,14,0,253
157,D,4,15,0,191
157,D,4,16,0,229
157,D,5,1,171,6
157,D,5,2,287,9
157,D,5,3,103,14
157,D,5,4,244,109
157,D,5,5,63,137
157,D,5,6,62,205
157,D,5,7,16,331
157,D,5,8,3,385
157,D,5,9,0,288
157,D,5,10,0,200
157,D,5,11,0,357
157,D,5,12,0,262
157,D,5,13,0,241
157,D,5,14,0,373
157,D,5,15,0,315
157,D,5,16,0,346
157,D,6,1,316,7
157,D,6,2,334,28
157,D,6,3,219,86
157,D,6,4,194,99
157,D,6,5,126,220
157,D,6,6,38,193
157,D,6,7,30,282
157,D,6,8,0,307
157,D,6,9,5,459
157,D,6,10,6,323
157,D,6,11,0,435
157,D,6,12,0,318
157,D,6,13,0,324
157,D,6,14,0,526
157,D,6,15,0,363
157,D,6,16,0,241
157,D,7,1,498,14
157,D,7,2,325,43
157,D,7,3,200,87
157,D,7,4,193,121
157,D,7,5,72,122
157,D,7,6,59,288
157,D,7,7,6,322
157,D,7,8,50,341
157,D,7,9,21,320
157,D,7,10,1,180
157,D,7,11,0,556
157,D,7,12,0,355
157,D,7,13,0,300
157,D,7,14,0,433
157,D,7,15,0,441
157,D,7,16,0,409
157,D,8,1,349,18
157,D,8,2,186,52
157,D,8,3,119,78
157,D,8,4,173,113
157,D,8,5,61,157
157,D,8,6,10,375
157,D,8,7,116,220
157,D,8,8,3,207
157,D,8,9,6,434
157,D,8,10,43,271
157,D,8,11,2,171
157,D,8,12,0,95
157,D,8,13,0,301
157,D,8,14,0,531
157,D,8,15,0,234
157,D,8,16,0,309
158,D,0,1,50,0
158,D,0,2,0,0
158,D,0,3,0,0
158,D,0,4,0,0
158,D,0,5,0,0
158,D,0,6,0,0
158,D,0,7,0,0
158,D,0,8,0,0
158,D,0,9,0,50
158,D,0,10,0,50
158,D,0,11,0,50
158,D,0,12,0,50
158,D,0,13,0,50
158,D,0,14,0,50
158,D,0,15,0,50
158,D,0,16,0,50
158,D,1,1,25,0
158,D,1,2,17,0
158,D,1,3,28,0
158,D,1,4,0,0
158,D,1,5,0,0
158,D,1,6,0,0
158,D,1,7,0,0
158,D,1,8,0,0
158,D,1,9,0,34
158,D,1,10,0,93
158,D,1,11,0,68
158,D,1,12,0,89
158,D,1,13,0,89
158,D,1,14,0,123
158,D,1,15,0,105
158,D,1,16,0,118
158,D,2,1,104,0
158,D,2,2,74,0
158,D,2,3,33,0
158,D,2,4,48,0
158,D,2,5,8,0
158,D,2,6,0,0
158,D,2,7,0,1
158,D,2,8,0,4
158,D,2,9,0,194
158,D,2,10,0,186
158,D,2,11,0,242
158,D,2,12,0,190
158,D,2,13,0,244
158,D,2,14,0,238
158,D,2,15,0,229
158,D,2,16,0,210
158,D,3,1,197,0
158,D,3,2,108,0
158,D,3,3,103,0
158,D,3,4,101,0
158,D,3,5,22,0
158,D,3,6,57,0
158,D,3,7,3,7
158,D,3,8,0,40
158,D,3,9,0,377
158,D,3,10,0,320
158,D,3,11,0,316
158,D,3,12,0,217
158,D,3,13,0,239
158,D,3,14,0,263
158,D,3,15,0,316
158,D,3,16,0,223
158,D,4,1,220,0
158,D,4,2,111,0
158,D,4,3,158,0
158,D,4,4,153,0
158,D,4,5,118,1
158,D,4,6,135,5
158,D,4,7,50,51
158,D,4,8,4,92
158,D,4,9,1,146
158,D,4,10,0,272
158,D,4,11,0,171
158,D,4,12,0,199
158,D,4,13,0,259
158,D,4,14,0,209
158,D,4,15,0,255
158,D,4,16,0,214
158,D,5,1,223,0
158,D,5,2,211,0
158,D,5,3,173,0
158,D,5,4,303,5
158,D,5,5,81,5
158,D,5,6,210,50
158,D,5,7,80,162
158,D,5,8,11,254
158,D,5,9,1,166
158,D,5,10,1,364
158,D,5,11,0,307
158,D,5,12,0,395
158,D,5,13,0,295
158,D,5,14,0,265
158,D,5,15,0,326
158,D,5,16,0,316
158,D,6,1,333,0
158,D,6,2,239,0
158,D,6,3,446,1
158,D,6,4,213,15
158,D,6,5,187,33
158,D,6,6,130,49
158,D,6,7,68,203
158,D,6,8,36,235
158,D,6,9,0,376
158,D,6,10,0,450
158,D,6,11,0,314
158,D,6,12,0,436
158,D,6,13,0,369
158,D,6,14,0,203
158,D,6,15,0,276
158,D,6,16,0,314
158,D,7,1,219,0
158,D,7,2,250,0
158,D,7,3,313,9
158,D,7,4,189,20
158,D,7,5,208,40
158,D,7,6,158,138
158,D,7,7,45,162
158,D,7,8,7,175
158,D,7,9,94,351
158,D,7,10,20,257
158,D,7,11,3,439
158,D,7,12,0,552
158,D,7,13,0,286
158,D,7,14,0,281
158,D,7,15,0,279
158,D,7,16,0,560
158,D,8,1,217,0
158,D,8,2,263,3
158,D,8,3,163,8
158,D,8,4,271,20
158,D,8,5,208,50
158,D,8,6,69,98
158,D,8,7,76,150
158,D,8,8,59,204
158,D,8,9,53,143
158,D,8,10,32,172
158,D,8,11,6,287
158,D,8,12,46,288
158,D,8,13,0,358
158,D,8,14,2,331
158,D,8,15,0,338
158,D,8,16,0,208
160,D,0,1,50,0
160,D,0,2,0,0
160,D,0,3,0,0
160,D,0,4,0,0
160,D,0,5,0,0
160,D,0,6,0,0
160,D,0,7,0,0
160,D,0,8,0,0
160,D,0,9,0,50
160,D,0,10,0,50
